
1   level            n. 水平，水准，等级v. 弄平，铺平a. 水平的
1398stair             n. (pl.)楼梯
1399Swede             n.瑞典人
1400eloquence         n.雄辩；口才，修辞
1401rebuke            vt.指责，非难，斥责
1402treaty            n. 条约，协议，协商
1403pocket            n. 衣袋a. 袖珍的，小型的v. 把…装入袋内
1404meat              n. (食用)肉类
1405wall              n. 墙，壁，围墙vt. 筑墙围住，用墙隔开
1406overestimate      vt.过高估计
1407inform            v. (of，about)通知，告诉，报告；告发，告密
1408cradle            n. 摇篮;策源地;支船架;vt. 把…放在摇篮里
1409careful           a. 小心的，仔细的；细致的，精心的
1410pole              n. 极;杆
1411advantage         n. 优点，长处，有利条件；利益，好处
1412bible             n. 圣经
1413chain             n. 链(条)；(pl.)镣铐；一连串v. 用链条拴住
1414project           n. 方案;计划;v. 设计;投影;抛
1415majority          n. 多数;多得票数,法定年龄
1416force             n. 力量，力；势力；(pl.)(总称)军队v. 强迫
1417herd              n. 兽群,牲口群,牧人;v. 把…赶到一起,成群
1418sunset            n. 日落，傍晚；晚霞
1419booth             n. 有篷的售货摊,隔开的小间
1420outermost         a.最外面的，最远的
1421variant           adj.不同的，不一致的
1422flame             n./vi. 火焰,火舌
1423tiny              a. 极小的，微小的
1424forget            v. 忘记，遗忘
1425diligent          a. 勤奋的
1426month             n. 月，月份
1427sketch            n. 草图,素描;短剧;简述;v. 草拟
1428hatch             v. 孵出;策划
1429boxing            n.拳击
1430fiber             n. 纤维；构造；纤维制品
1431plural            a. 复数的n. 复数
1432successive        a. 接连的，连续的
1433rarely            ad. 难得,非常地
1434respectively      ad.各自地，分别地
1435violence          n. 猛烈，强烈；暴力，暴行；强暴
1436thing             n. 物，东西；事，事情；所有物；局面，情况
1437prominence        n.显着，突出
1438spite             n. 恶意；怨恨
1439anyhow            ad. 不论用何种方法,无论如何
1440sharply           ad.锐利地，敏锐地
1441underwear         n.衫衣，内衣，贴身衣
1442pension           n./vt. 养老金,退休金;给予养老金
1443overlook          vt. 俯视;忽略;宽恕
1444trickle           v./n. (使)滴流,(使)细流
1445brook             n. 小溪vt.容忍
1446diminish          v. 减小,减少,缩小
1447fame              n. 名声,名誉
1448upcreep           n.(价格)上涨
1449likelihood        n. 可能性

1450defy              v. (公然)违抗，反抗；蔑视
1451ultraviolet       a. 紫外线的
1452confuse           vt. 使困惑;混淆
1453forest            n. 森林
1454grieve            v. (使)悲痛,(使)伤心
1455screw             n. 螺丝,螺旋;螺旋浆;vt./vi. 钉住,(用螺丝)拧;使紧
1456wonder            n. 惊奇，惊异；奇迹，奇事v. (at)诧异；想知道
1457communist         n.共产党员
1458continent         n. 大陆，洲;adj. 有节制的；节制欲望的
1459malicious         adj.恶意的
1460definitive        a. 可靠的,权威的;决定性的
1461step              n. 步；台阶，梯级；步骤，措施v. 踏，走，举步
1462majesty           n. 雄伟，壮丽，庄严，威严；最高权威，王权
1463wag               vt.摇，摇摆，摆动
1464jeans             n. 牛仔裤
1465drainage          n.排水；下水道
1466section           n. 部分,零件;剖面,横断面,阶层
1467glance            v. (at，over)扫视n. 匆匆看，一瞥，一眼
1468metallic          a.金属的n.金属粒子
1469outset            n. 开端,开始
1470coin              n. 铸币,硬币 vt. 铸造,创造
1471thesis            n. (学位)论文
1472quarrel           v. 争吵，争论n. 争吵，争吵的原因
1473prefer            v. (to)更喜欢，宁愿
1474magnitude         n. 大小;重要性;量级
1475popularity        n.通俗性；普及，流行
1476student           n. (大中学校的)学生；研究者，学者
1477millimetre        n.毫米
1478savings           n.存款，储蓄额
1479largely           ad. 主要地，基本上；大量地，大规模地
1480exhausted         adj.精疲力竭的
1481goal              n. (足球)球门,得分,目标
1482appealing         adj.有吸引力的
1483roam              vt./vi. 漫步,漫游
1484cardinal          a. 主要的,基本的;n. 深红色;基数
1485regard            v. (as)把…看作为；考虑n. (pl.)敬重，问候
1486dirt              n. 污物，污垢
1487adornment         n.装饰(品)
1488sofa              n. 长沙发，沙发
1489card              n. 卡片，名片；纸牌；纸片
1490fetch             v. (去)取,拿来;(货物)售的(价钱)
1491armchair          n.手扶椅
1492glad              a. 高兴的，快活的；乐意的，情愿的
1493peel              v./n. 剥皮;皮
1494statesman         n. 政治家,政客
1495mule              n.骡子
1496director          n. 指导者，主任，导演
1497inherent          a. 固有的
1498species           n. 生物的种;种类
1499rinse             vt.涮，嗽；冲洗
1500supper            n. 晚餐
1501tenant            n. 承租人；房客；佃户vt. 租借，承租
1502page              n. 页，记录，事件，专栏vt. 给…标页码
1503edit              vt. 编辑,剪辑

1504report            n./v. 报告，汇报；传说，传阅
1505disloyal          adj.不忠的
1506provide           v. 供应，供给，准备，预防，规定
1507lecturer          n.演讲者，讲师
1508product           n. 产品，产物；乘积
1509relaxation        n.放松，松弛
1510railroad          n. 铁路v. 由铁道运输
1511sag               v.下跌
1512wholesome         a. 健康的,有益于健康的
1513incorporated      adj.有限的
1514bridge            n. 桥；桥牌；鼻梁vt. 架桥；渡过
1515garbage           n. 垃圾,污物
1516quote             v. 引用，援引
1517stupidity         n.愚蠢
1518must              aux./v. 必须；很可能；一定要n. 必须做的事
1519pineapple         n.凤梨，波萝
1520grain             n. 谷物，谷类；颗粒，细粒
1521festival          n./a. 节日(的),表演会期(的)
1522denote            vt. 是…的符号,指示,表示
1523freight           n. 货运,货物;vt. 运输
1524library           n. 图书馆；藏书室；藏书，丛书，文库
1525persecute         vt. (尤指因宗教或政治信仰不同)迫害;烦扰
1526confession        n.供认，自由
1527abstract          a. 抽象的;n. (书籍、演说等的)摘要
1528terrify           v. 使害怕，使惊恐
1529separately        ad.分离地
1530charge            v. 要价;控告,指控;冲锋;充电
1531quickly           ad.快，迅速
1532erupt             vi. 爆发;喷发
1533chair             n. 椅子；(会议的)主席vt. 当…的主席，主持
1534linger            vi. 逗留,徘徊;动作迟缓;苟延残喘
1535ASEAN             n.(缩)东盟
1536decent            a. 正当的,合适的;得体的;尚可的
1537computerization n.计算机化
1538fairy             a. 幻想中的；虚构的；优雅的n. 仙女；精灵
1539recreation        n. 娱乐，消遣
1540additional        a. 额外的，附加的，另外的
1541dissatisfy        vi.使不满，使不平
1542subway            n. 地铁；地下行人隧道
1543complaint         n. 抱怨，诉苦，怨言，控告；疾病
1544ecstasy           n.狂喜
1545opinion           n. 意见,鉴定
1546decree            n./v. 法令,判决
1547polar             a. 两极的，极地的，南辕北辙的n. 极线，极面
1548smuggler          n.走私者
1549grandfather       n.祖父；外祖父
1550deputy            n. 代表,代理人
1551shout             v. 大声叫，喊，呼出n. 呼喊，叫
1552eel               n.鳝鱼
1553fortitude         n.坚毅
1554commonly          ad.普通地，一般地
1555sensational       adj.轰动的
1556fireman           n. 消防队员
1557track             n./v. 行踪;踪迹;跟踪;n. 路径

1558comprise          vt. 包含,包括
1559supplement        n. 补遗；增刊；附录v. 增刊，补充
1560plan              n. 计划，规划；平面图，设计图v. 计划
1561cricket           n. 板球,蟋蟀
1562countermeasure    n.对策
1563commemorate       vt. 纪念
1564bus               n. 公共汽车，总线，信息通路
1565roast             v./a. 烤(的),烘(的)
1566foliage           n.叶子(总称)
1567uncomfortable     a.不舒服的；不自在的
1568innovation        n. 改革,革新
1569top               n. 顶，顶端；首位；顶点a. 最高的；顶上的
1570motive            n. 动机，目的a. 发动的，运动的
1571climax            n. 顶点,小说等的高潮 v. 达到高潮
1572jaw               n. 颌，颚
1573joke              n. 笑话，玩笑v. 说笑话，开玩笑
1574unconditionally adv.无条件地
1575source            n. 源，源泉；来源，出处
1576impose            v. 征(税);把…强加于;利用
1577friend            n. 朋友
1578privileged        adj.有特权的,幸运的,保密的,秘密的
1579incur             vt. 招致,遭受
1580pardon            n. 原谅，宽恕；请再说一遍v. 原谅，饶恕，赦免
1581treason           n. 谋反，通敌，叛国
1582protest           n. 抗议;反对;v. 抗议;申明
1583inch              n. 英寸
1584blank             a. (纸)没有写字的;(表格)空白的;失色的;n. 空白;空虚;空弹
1585elusive           adj.躲闪的
1586tuition           n. 教学,学费
1587pure              a. 纯的，纯洁的；纯理论的，抽象的；完全的
1588various           a. 各种各样的；不同的
1589furnish           vt. 用家具装备房子;供应
1590biography         n. 传记,传记文学
1591hinge             n. 铰链,合页,关键;v. 给…安铰链;随…而定
1592dime              n.(美元)一角
1593measure           n. 量度,分量,尺寸,量具,行动,步骤
1594mostly            ad. 几乎全部地；主要地，大部分，基本上
1595drawing           n. 绘图，图样
1596flux              n. 流,流动;不断的变化
1597carve             v. 雕刻;切(熟肉等)
1598bossy             adj.好发号施令的
1599dam               n./vt. 水坝,筑坝,抑制,阻拦
1600steadily          ad.稳定地，不变地
1601ourselves         pron.我们自己；我们亲自
1602wreath            n. 花环，花圈
1603novelette         n.中篇小说
1604nation            n. 民族，国家
1605paper             n. 纸；纸制品；报纸；(pl)文件；试卷；论文
1606accordance        n. 一致，和谐，符合
1607brother           n. 兄弟；同胞；教友
1608cruel             a. 残忍的，残酷的
1609son               n. 儿子；孩子(长者对年青或年幼男子的称呼)
1610obstruction       n. 妨碍，障碍物
1611needless          a.不需要的

1612weekend           n. 周末
1613excellence        n.优秀，卓越
1614inefficiency      n.无效力
1615concentrate       v. 集中,全神贯注于,浓缩 n. 浓缩物
1616ground            n. 地，地面，土地；场地，场所；理由，根据
1617extraction        n.抽出；提取法；摘要
1618intellectual      a. 智力的,理智的,有理解力的; n. 知识分子
1619blessing          n.祝福
1620able              a. 有(能力、时间、知识等)做某事，有本事的
1621center            n. 中心，中央，中间vt. 集中vi. 以…为中心
1622evenly            ad.一致地，平静地
1623rigorous          a. 严格的，严厉的，严酷的，严密的，严谨的
1624wash              n. 洗；洗的衣物vt. 冲刷，洗；冲出vi. 洗澡
1625muse              vi.沉思，默想，冥想
1626replacement       n. 取代，替换，替换物，代替物
1627mechanic          n. 技工，机修工
1628best-selling      adj.畅销的
1629aid               n. 援助，救护；助手，辅助物vi. 援助，救援
1630friendship        n. 友谊，友好
1631introduce         vt. 介绍；引进，传入；提出(议案等)
1632port              n. 港口,舱门,舱口,(船、飞机)左舷
1633exclusively       ad.专门地
1634fluctuate         vi. (物价)涨落,起落,波动
1635exclusivity       n.独家经营权
1636straightforward a. 正直的,坦率的,老实的, 简明易懂的
1637entertain         v. 招待，款待；使娱乐；使欢乐；容纳，接受
1638aboard            ad./prep. 在船(飞机、车)上ad. 上船(飞机)
1639surely            a.确实；稳当地
1640crude             a. 天然的;粗鲁的;粗制的
1641coherence         n.凝聚性
1642go                v. 去，离开；走；放置；变成；运转n. 围棋
1643rewarding         adj.有收获的
1644sheepish          adj.胆怯的
1645reasonable        a. 明智的;合理的;公平的
1646wilderness        n. 荒地,废墟
1647paint             n. 油漆，颜料v. 油漆；涂，涂漆；画；描绘，描述
1648tally             v.吻合，符合
1649anything          pron. 任何东西(事物)；无论什么东西(事物)
1650boxing-day        n.节礼日
1651likely            a. 很可能的，有希望的ad. 大概，多半
1652vibrate           v. 摆动;振动
1653doggedly          adv.顽固地
1654loaf              n. 一块面包,块,团 v. 消磨时间
1655people            n. 人们，人；[the -
1656supervision       n.监督
1657confess           v. 供认，承认，坦白，忏悔
1658tar               n. 柏油，焦油vt. 涂或浇柏油/焦油于
1659scale             n. 鳞,鳞状物;尺度;等级;比例规模,相对大小;天平
1660trail             n. 痕迹,足迹,小径;v. 拖,拉,蔓延
1661town              n. 市镇；市民；城市商业区，闹市区
1662meditate          vt. 考虑,沉思;冥想
1663spit              vt./vi. 吐(唾沫)
1664tune              n. 曲调,旋律,协调,调动
1665aristocrat        n.贵族

1666exclaim           v. 呼叫,惊叫
1667auxiliary         a. 辅助的,协助的
1668usual             a. 通常的，平常的
1669satellite         n. 卫星，人造卫星；附属物
1670drunk             a. 醉酒的；(喻)陶醉的n. 酗酒者，醉汉
1671spread            v./n. 伸开，伸展；散布，传播
1672brush             n. 刷(子)，毛刷；画笔v. 刷，擦，掸，拂；掠过
1673cemetery          n. 公墓,墓地
1674microeconomics    n.微观经济学
1675support           n./vt. 支撑；支持；赡养；维持n. 支持者；支柱
1676college           n. 学院，高等专科学校，大学
1677dozen             n. 一打，十二个
1678kerosene          n.煤油
1679conspicuous       a. 明显的,引人注目的
1680eruption          n.喷发，爆发
1681housekeeper       n.看门人，保姆
1682physically        ad.物质上；体格上
1683meal              n. 膳食，一餐
1684vein              n. 血管；静脉；叶脉；纹理；情绪vt. 使成脉络
1685napkin            n. 餐巾，餐巾纸，<英>尿布
1686once              ad. 一次，曾经conj. 一(旦)…就…n. 一次
1687kilometer         n. 公里，千米(略作km)
1688lipstick          n.唇膏，口红
1689sake              n. 缘故;目的
1690photograph        n. 照片
1691aggregate         n. 共计,合计
1692denominate        v.为命名
1693classify          vt. 把…分类,分等级
1694stress            n. 压力,重压 vt. 着重,强调重点,重视
1695willow            n.柳树，柳木
1696qualification     n. 资格;条件;限制
1697unwelcome         adj.不受欢迎的
1698dish              n. 碟子，盘子，菜肴
1699marketplace       n.市场，集市
1700brick             n. 砖块，砖v. 用砖围砌，用砖填补
1701enhance           vt. 提高(强度、力量、数量等),增加(进)
1702back-call         n.(推销员对顾客的)第二次访问
1703charcoal          n.炭，木炭；生物炭
1704watch             v. 观看；看守；(for)窥伺，等待n. 看管；表
1705session           n. 一段时间;开庭,开庭期;学期
1706recognize         v. 认出，承认，公认，赏识，表扬
1707amount            vi./n. 等于,总数,数量
1708revoke            v.废除，取消，撤回
1709bark              n./v. 树皮,狗叫
1710monitor           n. 班长,监视器 v. 监听,监视
1711vogue             n. 流行物,时髦
1712mystic            adj.神秘的
1713dismay            n./vt. (使)灰心丧气;惊愕
1714franchise         n.特许权
1715ceremonial        adj.仪式的
1716diagnosis         n.诊断
1717goat              n. 山羊
1718drawer            n. 抽屉
1719dissipate         v. 消散,消失;浪费,挥霍

1720mouthful          n.满口，一口，少量
1721genius            n. 天才,天才人物;才华
1722aspect            n. 样子，外表，面貌，(问题等的)方面
1723carrot            n. 胡萝卜
1724northwest         n. 西北方，西北部a. 西北的ad. 向西北，在西北
1725threat            n. 恐吓，威胁；坏兆头，危险迹象
1726outbreak          n. 爆发
1727automatic         a. 自动的,无意识的;n. 小型自动武器
1728garment           n. (一件)衣服(长袍、外套)
1729shampoo           n. 洗发膏，香波；洗发，洗头v. 洗发，洗头
1730plane             n. 飞机；平面，水平面
1731form              n. 形状，形式；表格v. 组成，构成；形成
1732layday            n.装卸日期
1733excellent         a. 卓越的，极好的
1734forsake           vt.遗弃，抛弃，摒绝
1735meanwhile         n. 其时，其间ad. 当时，与此同时
                      vt. 存取(计算机文件); n. 通道;入口;接近,进入;(to)接近(或
1736access
                      进入、享用)的机会
1737congressman       n.国会议员
1738arrival           n. 到达，到来；到达者，到达物
1739bribe             n./vt. 贿赂,行贿
1740verge             n. 边缘,边界
1741coordinate        vt. 使协调;调整
1742handsome          a. 漂亮的,大方的
1743commence          v. 开始
1744delicacy          n.精致
1745cable             n. 缆,索,电缆 v. 拍电报
1746chorus            n./vt. 合唱;齐声说
1747trust             vt. 信任；盼望；委托n. (in)信任，依赖；委托
1748lime              n.石灰
1749Jesus             n.耶稣
1750expression        n. 表达；表情；声调；腔调；榨出；措词；式；符号
1751extent            n. 广度，宽度，长度；程度，限度
1752accomplish        vt. 完成,实现
1753potential         a. 可能的,潜在的;n. 潜能;潜力
1754strawberry        n. 草莓
1755disuse            v. &n.废止
1756wait              v. (for)等待；(on)侍候n. 等候，等待时间
1757nineteen          num./a. 十九pron. 十九(个，只…)
1758hate              v. 恨，憎恨；不愿，不喜欢n. 恨，憎恶
1759reckon            vt./vi. 计算
1760alarm             n. 警报;惊慌;vt. 使忧虑
1761carving           n.雕塑
1762new               a. 新(近)的；新来的；不熟悉的；没经验的
1763backbone          n.脊梁骨
1764pet               n. 爱畜，宠儿a. 宠爱的，表示亲昵的
1765base              n. 基础，底部；根据地v. (on)把…基于
1766width             n. 宽阔,宽度
1767pirate            n./v. 海盗，盗版(者)
1768coinage           n.造币; 创造; 货币制度;创造新词
1769pyramid           n. 金字塔
1770recite            v. 背诵,列举
1771policy            n. 政策;保险单
1772catastrophe       n. 大灾难；(悲剧)结局

1773daily             a. 每日的ad. 每日，天天n. 日报
1774leeway            adj.活动余地
1775contracted        adj.合同所规定的
1776substitute        n. 代替人,代用品;vt. 代替
1777untie             vt.解开，松开；解放
1778person            n. 人，喜欢(或适应)…的人；人物；人称
1779Italy             n.意大利
1780political         a. 政治的
1781passive           a. 被动的
1782columnist         n.专栏作家
1783assumption        n. 假定，设想；采取；承担；推测；假装
1784dagger            n.匕首
1785difficult         a. 困难的，艰难的
1786capability        n.能力，才能；性能
1787intellect         n.理智，智力，才智
1788lane              n. 小径,巷,行车道
1789resist            v. 抵抗，反抗；抗，忍得住，抵制
1790press             v. 压；压榨；紧迫，催促n. 报刊，通讯社；压榨机
1791dike              n.堤
1792twilight          n. 曙光,黎明,黄昏
1793as                ad. 同样地conj. 由于；像…一样prep. 作为
1794tragic            a. 悲剧的，悲惨的
1795wretched          a. 不幸的,可怜的;令人难受的
1796outlaw            n. 被剥夺公民权者;vt. 禁止
1797kindness          n. 仁慈，亲切；好意；友好行为
1798mirror            n. 镜子；反映，反射v. 反映，反射
1799artistic          a. 艺术(家)的，美术(家)的；善于艺术创作的
1800bestow            vt.把…赠与
1801silent            a. 寂静，沉默的
1802furrow            n.犁沟
1803cement            n. 水泥,结合剂 vt. 黏结,胶合
1804grandchild        n.(外)孙儿、女
1805gleam             n./vi. 微光,闪光,短暂而微弱的闪现
                      n. (跑道的)一圈;腰以下及大腿的前面部分;vt. (赛跑中)比(某
1806lap
                      人)领先一圈;轻拍
1807value             n. 价格；价值；实用性v. 评价，估价；尊重
1808perfection        n. 尽善尽美，完美
1809unlawful          adj.不合法的，违法的
1810comparison        n. 比较，对比，比喻，比拟
1811prayer            n. 祈祷，祷告，祷文
1812irrespective      a. 不考虑的,不顾的
1813blast             n. 一阵;爆炸气浪;巨响; vt. (用炸药)炸,摧毁
1814repeal            vt.撤销；放弃n.撤销
1815poke              v./n. 拨;戳
1816affection         n. 喜爱;爱情
1817explosion         n. 爆炸，爆发
1818surveyor          n.调查人，检验人
1819personality       n. 个性;(有名的)人物
1820bottom-line       n.末行数字，结果
1821glut              n.供过于求v.狼吞虎咽
1822comparative       a. 比较的，相当的
1823live              v. 活,生活 a. 有生命的,实况的
1824agony             n. 极度痛苦
1825fee               n. 费,报名费,会费

1826corruption        n.腐败，腐化
1827ballet            n. 芭蕾舞,芭蕾舞演员
1828laser             n. 激光
1829mistaken          adj.搞错了的，误解的
1830vex               vt. 使烦恼,使苦恼
1831prefix            n.前缀
1832patch             n. 补钉,眼罩;斑点;小块土地;vt. 补缀;修补,平息
1833goose             n. 鹅，雌鹅，鹅肉
1834junior            n. 较年幼者;a. 较年幼的,等级较低的
1835minute            n. 分钟，片刻；(pl.)会议记录a. 微小的
1836symposium         n. 讨论会，专题报告会；专题论文集
1837peaceful          a. 和平的，平静的，安宁的，爱好和平的
1838assertion         n.断言
1839flute             n.长笛，笛子
1840sophisticated     adj. [人
1841logic             n. 逻辑,逻辑学,条理性
1842variation         n. 变化，变动；变种，变异
1843shrill            a.尖声的vt.尖声地叫
1844integrate         vt. 使一体化,取消种族隔离
1845martyr            n. 烈士,殉难者;vt. 杀害,折磨,牺牲
1846defect            n. 欠缺,缺点;vi. 背叛,逃跑,开小差
1847fascination       n.入迷
1848match             n. 火柴；比赛，竞赛；对手，配偶v. 匹配，相称
1849greeting          n. 问候，致敬
1850jerk              vt.猛地一拉vi.急拉
1851jealous           a. 妒忌的,妒羡的
1852salable           adj.有销路的，适销的
1853mend              v. 修理，缝补；改正，改进
1854divorce           v./n. 离婚，分离
1855everybody         pron. (everyone)每人，人人
1856gymnast           n.体操运动员
1857internal          a. 内部的，内的；国内的，内政的
1858practise          v. 练习，实习，实践，实行，使…练习，训练
1859filling           n.充填物，馅
1860peep              v. 偷看，窥视
1861lightning         n. 闪电a. 闪电般的，快速的
1862ornamental        a.装饰的n.装饰品
1863warm              a. 温暖的，热心的，热情的v. (使)变暖
1864Egyptian          a.埃及的n.埃及人
1865civilization      n. 文明，文化
1866birthday          n. 生日；(成方)纪念日
1867glisten           v.闪光
1868transform         vt. 改变(形状性质等)
1869stroke            n. 击;划;一笔;中风;击
1870rather            ad. 相当，有一点儿；宁愿，宁可
1871stationary        a. 固定的,定置的;不变动的, 不移动的
1872manuscript        n.
1873athletic          adj.田径的
1874evil              a. 邪恶的，罪恶的n. 邪恶，罪恶
1875whereabouts       n.下落,去向  adv.在什么地方,靠近什么地方
1876proforma          adj.形式的,预计的
1877resignation       n.放弃，辞职，反抗
1878about             ad. 在周围；大约prep. 关于；在周围a. 准备
1879illustrate        vt. 举例或以图表说明,配以插图

1880inaugural         adj.开幕的
1881sparrow           n.麻雀
1882distributor       n.分销商
1883confide           v.委托，吐露秘密
1884marginal          a. 记在页边的，旁注的；(意识)边缘的
1885uncertainty       n.不定，易变
1886dealer            n. 商人
1887plug              n./v. 塞子,栓,插头,通电
1888degradation       n.降级；退化；衰变
1889jot               v.匆匆记下
1890autumn            n. 秋，秋季；成熟期，渐衰期
1891hustle            v.奔忙
1892musical           a. 音乐的；有音乐才能的n. 音乐片
1893attributive       adj.定语的，属性的
1894December          n. 十二月
1895adolescent        n. 青少年a. 青春期的，青少年的
1896intentional       a.故意的，有意识的
1897imperialist       n.帝国主义者
1898pencil            n. 铅笔vt. 用铅笔写
1899holder            n. 持有者，占有者；(台，架等)支持物
1900desolate          a. 荒芜的,无人居住的,孤寂的; vt. 使荒芜,使荒凉
1901sick              a. 有病的，患病的；恶心的，想吐的
1902soda              n. 苏打，汽水
1903energy            n. 活力，精力；能，能量
1904payment           n. 支付，付款额
1905contractual       adj.合同的，契约的
1906ferrous           a.铁的；亚铁的
1907concentration     n.集中；专注；浓缩
1908supplier          n.供应商
1909snowstorm         n. 暴风雪
1910stereo            n. 立体声录音机
1911beetle            n.甲虫；近视眼的人
1912male              n./a. 男性(的)，雄性(的)
1913country           n. 国家；农村，乡下
1914circumference     n. 圆周,圆周长度
1915leftover          n.剩余物
1916devaluation       n.贬值
1917craftsman         n.手艺人
1918underestimate     vt. 低估
1919delay             v./n. 耽搁，延迟
1920mail              n. 邮件v. 邮寄
1921collaboration     n. 协作,合作;勾结
1922subdivide         vt.把…再分
1923TRUE              a. 真实，不假的；忠实，可靠的；正确无误的
1924migration         n.迁移，移居海外
1925amicable          adj.友好的，和睦的
1926obstinate         a. 顽固的,倔强的,不易屈服的,较难治愈的
1927significant       a. 有意义的；重大的，重要的
1928siege             n. 围困;围城
1929solvency          n.偿付能力
1930outlay            n.费用，支出
1931bag               n. 袋，提包v. 把…装入袋中；猎杀；占有
1932strive            vi. 斗争,努力,奋斗
1933liability         n. 责任，义务；(pl.)债务

1934undoubtedly       ad. 无疑地,必是地
1935laborer           n.劳工，劳动者
1936generosity        n.慷慨，宽宏大量
1937plus              prep./n. 加,加号 a. 正的
1938feudalism         n.封建主义
1939merge             vt./vi. (企业)兼并,合并
1940appendix          n. 附录,阑尾
1941fearful           a. 可怕的，吓人的；害怕，担心，惊恐
1942violin            n. 小提琴
1943colonist          n.移民；殖民地居民
1944clatter           n.得得声，卡嗒声
1945liable            a. 有…倾向的;可能遭受…的;有责任的,有义务的
1946rapidly           ad.迅速地
1947discovery         n. 发现；被发现的事物
1948brighten          vt.使发光；使快活
1949contradict        vt. 反驳,否认;同…矛盾
1950frog              n. 蛙
1951relation          n. 关系，联系；亲属，亲戚
1952orange            n. 柑，桔，橙
1953sum               n. 总数，和；金额；算术题；要旨v. 合计，总计
1954lame              a. 跛的,瘸的;不能说服人的;vt. 使跛
1955expressive        adj.有表现力的
1956lovely            a. 可爱的，好看的；令人愉快的，美好的
1957deprive           vt. 剥夺,使丧失
1958repeatedly        ad. 重复地，再三地
1959prevailing        adj.占上风的
1960hole              n. 洞，孔
1961suspect           vt. 疑有,觉得,猜想;觉得可疑;n. 嫌疑犯,可疑分子;a. 可疑的
1962fatal             a. 致命的;灾难性的;命中注定的
1963particle          n. 粒子,微粒;[语
1964corresponding     a. 符合的，相应的，对应的
1965allow             vt. 允许，准许；承认；给予；(for)考虑到
1966spade             n. 铁锹，铲子
1967discard           vt. 抛弃,遗弃
1968pilot             n./vt. 飞行员,试验
1969speed             n. 速度，快v. 迅速，前进，急行；加速，使加速
1970hitherto          ad. 到目前为止，迄今
1971ignore            v. 不理，不顾，忽视
1972buffet            n. (火车内)餐室,冷餐桌
1973during            prep. 在…期间
1974faithfully        adv.忠诚地
1975cat               n. 猫；猫科；
1976enlarge           vt. 扩大，放大，增大
1977lot               n. 许多，大量；签，抽签；命运；场地
1978virtual           a. 实际上的，事实上的
1979also              ad. 而且(也)，此外(还)；同样地
1980postage           n. 邮费,邮资
1981angular           adj.角状的
1982meditation        n. 熟虑；(尤指宗教的)默想，沉思；(pl.)冥想录
1983building          n. 建筑(物)，房屋，大楼
1984producer          n.生产者；舞台监督
1985daring            adj.大胆的，勇敢的
1986fox               n. 狐狸
1987correction        n.改正，纠正，修改

1988disbursement      n.支付
1989eminent           a. 著名的,卓越的
1990lavatory          n. 厕所，盥洗室
1991gravel            n. 沙砾,碎石
1992uniform           n. 制服，军服a. 相同的，一律的
1993speculation       n.推测，投机
1994naval             a. 海军的,军舰的
1995analysis          n. 分析；分解
1996hesitate          v. 犹豫，踌躇；含糊，支吾
1997ranch             n.(北美洲的)大牧场
1998workshop          n. 车间，工场，修理厂；研讨会，讲习班
1999milestone         n.里程碑
2000direction         n. 方向，方位；指令，说明
2001timber            n. 木材，木料
2002cope              v. (with)竞争，对抗；(with)对付，妥善处理
2003mercantile        a. 贸易的,商业的
2004prosecution       n.起诉,诉讼,原告,实施,从事,进行
2005ms.               n.(缩)女士
2006deafen            vt.使聋；使隔音
2007terminal          a. 晚期的,末期的;学期的;末端的,终点的 n. 终点站;航空枢扭
2008leaf              n. 叶子；(书刊的)一页，一张；金属薄片
2009pretty            ad. 相当，很a. 漂亮的，俊俏的，标致的
2010restraint         n. 抑制，制止
2011volcano           n. 火山
2012spectacle         n. (pl.)眼镜；场面，景象；奇观，壮观
2013performance       n. 演出,表演;履行,执行;工作情况,表现;(机器等)工作性能
2014lady              n. 女士，夫人
2015participant       n. 参加者，参与者a. 有份的，参与的
2016intelligent       a. 聪明的，明智的，理智的
2017dedicate          vt. 奉献,供奉;题献(著作)
2018depiction         n.描述
2019mixer             n.混合者，搅拌器
2020mob               n. 乌合之众(尤指暴力者)vi. 围攻，聚众闹事
2021wrist             n. 腕，腕关节
2022fodder            n.饲料
2023ball-pointpen     n.圆珠笔
2024sponsorship       n.发起，主办
2025brink             n. 边缘(通常指处于某种糟糕的局势中)
2026consulate         n.领事馆
2027incidentally      ad. 偶然地,顺便地
2028ironical          adj.反讽的，讽刺的
2029completion        n.完成，结束，完满
2030hall              n. 礼堂，会堂，办公大楼，门厅
2031analyze           vt. 分析，分解
2032song              n. 歌唱，(虫、鸟等)鸣声；歌曲，歌词
2033groan             v./n. 呻吟,呻吟着表示;承受重压发出的声音
2034accede            v.同意
2035sit               vi. 坐，坐下；位于；栖息；孵卵vt. 使就坐
2036assign            vt. 分配;确定时间或地点;指派
2037induction         n.就职；归纳推理
2038parameter         n. 参数，参量
2039initiative        a. 创始的，起始的n. 第一步，创始，主动精神
2040description       n. 描写,描绘,叙述
2041thus              ad. 如此；像这样；于是；因此

2042premature         adj.早熟的,过早的,提前
2043vitamin           n. 维生素
2044Indian            a.印度的 n.印度人
2045there             ad. 在那儿；往那儿；[作引导词表示"存在"
2046canary            n.金丝雀
2047despair           n./vi. 绝望,丧失信心
2048handkerchief      n. 手帕
